,Adword,Text,Score
6373,Nail Care,i've painted my fingers and my toes,0.4781
6374,Nail Care,i was like really starting to chew my nails,0.4702
6375,Nail Care, what are the nails for  shredding flesh,0.4698
6376,Nail Care,i'm surprised kourtney doesn't have long coraly orangey neon nails now,0.4681
6377,Nail Care, and you have no nails so just let me try it,0.4678
6378,Nail Care, it's a nailbiter,0.4666
6379,Nail Care,oh maybe you can show me some of the fun hangouts where to get my nails done,0.4624
6380,Nail Care,""" and you have a nail appointment and you get a tan",0.4616
6381,Nail Care,you have really beautiful nails,0.4597
6382,Nail Care,  what is your new roomie still leaving toe nail clippings on the couch  worse,0.4517
6383,Nail Care,amanda you can help with the nail polish and we can have a little peaceful girl time,0.4486
6384,Nail Care,it's literally nail polish remover hydrogen peroxide and bleach,0.4470
6385,Nail Care,it says bank dry cleaners pedicure,0.4352
6386,Nail Care, wow that nail has a real fried plantain kinda vibe to it,0.4349
6387,Nail Care, watch your toes,0.4331
6388,Nail Care,uh they're probably gonna tell you that i need a manicure,0.4316
6389,Nail Care,oh i feel alive i've been biting my nails,0.4210
6390,Nail Care,oh i feel alive i've been biting my nails,0.4210
6391,Nail Care,oh i feel alive i've been biting my nails,0.4210
6392,Nail Care, what do you think about guys that get pedicures  oh you should,0.4208
6393,Nail Care, that's skincare,0.4167
6394,Nail Care,i'll order the treatment,0.3958
6395,Nail Care, not everyone in my profession sports a broken nose and dirty fingernails my pubescent friend,0.3954
6396,Nail Care,just remember massager not just for your foot,0.3936
6397,Nail Care, a little selfcare never hurt anybody,0.3795
6398,Nail Care,well i'm gonna start by using a little bit of tresemmé extrahold gel,0.3709
6399,Nail Care,what's wrong what did simon do you know i got my fighting nails on,0.3708
6400,Perfume and Fragrance,something smells good,0.5752
6401,Perfume and Fragrance, something smells good,0.5752
6402,Perfume and Fragrance, what is in this purse  it's this really pretty perfume,0.5652
6403,Perfume and Fragrance,you know keep meaning to ask: what's that lovely perfume you're wearing yes i've been wondering that myself,0.5558
6404,Perfume and Fragrance,  it all smells great,0.5503
6405,Perfume and Fragrance,it smells like peach blossoms lavender and vanilla,0.5400
6406,Perfume and Fragrance, i can smell the spice,0.5363
6407,Perfume and Fragrance,fresh shave elevated pulse cologne,0.5339
6408,Perfume and Fragrance, it smells very good,0.5227
6409,Perfume and Fragrance,you know what i mean smell it even,0.5192
6410,Perfume and Fragrance,i want a gardenia scent,0.5086
6411,Perfume and Fragrance,i in' it smells good to me,0.5054
6412,Perfume and Fragrance,toothpaste deodorant,0.5033
6413,Perfume and Fragrance,bubbles they're aromatherapeutic,0.4974
6414,Perfume and Fragrance,the two differentaromatic compounds that are happening onthe palette at the same time create somewhatof a sensual experience,0.4951
6415,Perfume and Fragrance,  mm what'd it smell like  i don't know what it is,0.4864
6416,Perfume and Fragrance, it doesn't smell half bad i'll give you that,0.4854
6417,Perfume and Fragrance, i've got like a smoky citrusy oregano thing going on,0.4850
6418,Perfume and Fragrance, oh my god it smells amazing,0.4827
6419,Perfume and Fragrance, he smell amazing,0.4818
6420,Perfume and Fragrance, oh this benzene really smells doesn't it oh is this the secret stripping mixture you told me about  it's part of it,0.4810
6421,Perfume and Fragrance,oh shoot i forgot deodorant,0.4797
6422,Perfume and Fragrance,mmm it smells so good,0.4791
6423,Perfume and Fragrance,the taste the smell the looking everything,0.4762
6424,Perfume and Fragrance,oh smells ing amazeballs,0.4758
6425,Perfume and Fragrance, this smells amazing doesn't it  yes,0.4697
6426,Perfume and Fragrance, true but who began the date by insisting the scented candle on the table be removed because it would interfere with the flavor  waitwaitwait this was a date  i got go show this draft to amy,0.4679
6427,Perfume and Fragrance,beauty and simplicity baby,0.4642
6428,Perfume and Fragrance,well that should explain your liberal use of that cheap perfume,0.4633
6429,Perfume and Fragrance,oh it smells wonderful doesn't it it certainly does,0.4619
6430,Perfume and Fragrance,hi it's so nice to mee why does it smell in here i got sick,0.4616
6431,Perfume and Fragrance,i don't want to smell it,0.4607
6432,Perfume and Fragrance,  what  when the bag was opened by our shoeshine the smell overcame him,0.4589
6433,Perfume and Fragrance,whoa what is that smell that would be the lovely smell of piper's breakfast,0.4547
6434,Perfume and Fragrance,as sweet as it smells vinegar,0.4515
6435,Perfume and Fragrance,phoebe: okay and that's the kind of perfume prue wears and the cosmetics that she uses,0.4463
6436,Perfume and Fragrance, think of elements that from evening wear,0.4463
6437,Perfume and Fragrance,her breath smells fruity,0.4434
6438,Perfume and Fragrance, i smell coconut,0.4432
6439,Perfume and Fragrance,it's paprika garlic ginger and cinnamon,0.4429
6440,Perfume and Fragrance, this aroma just hit us in i'm jumping up and down,0.4427
6441,Perfume and Fragrance,i think it's elegance,0.4425
6442,Perfume and Fragrance,my face moisturizer,0.4409
6443,Perfume and Fragrance,good smells already,0.4389
6444,Perfume and Fragrance,the palate is pure subtle elegance,0.4376
6445,Perfume and Fragrance,what can i say i smell like leather,0.4346
6446,Perfume and Fragrance, this one's thyme,0.4340
6447,Perfume and Fragrance,ooh it smells nice,0.4334
6448,Perfume and Fragrance,tune. something smells and i got to figure out what it is,0.4333
6449,Perfume and Fragrance, the haute couture,0.4304
6450,Women's Clothing,i'm making clothes for women,0.6731
6451,Women's Clothing, the dresses ladies,0.6479
6452,Women's Clothing, i'm thinking hoping menswear,0.6197
6453,Women's Clothing,from prada to dior to stella mccartney it's all about the tiedye,0.5958
6454,Women's Clothing,it became a woman's goto garment for when she wanted to dress a little less formal and a lot more free to have fun,0.5944
6455,Women's Clothing, streetwear can vary,0.5807
6456,Women's Clothing,expressing ourselves through our clothing gives all of us a platform,0.5755
6457,Women's Clothing, women wear the pants,0.5716
6458,Women's Clothing,let's talk about the fashion,0.5659
6459,Women's Clothing,well the low cut blouses that tattoo of hers,0.5581
6460,Women's Clothing,like what street does a woman want her dress dragging mm,0.5562
6461,Women's Clothing,like what street does a woman want her dress dragging mm,0.5562
6462,Women's Clothing, so i know that this challenge is about dresses and this might sound crazy,0.5539
6463,Women's Clothing,i am really into dressing the everyday woman in not so everyday clothes,0.5531
6464,Women's Clothing,this is our store of clothes,0.5517
6465,Women's Clothing,almost like high fashion and sportswear,0.5509
6466,Women's Clothing, she consistently puts out clothes that if you break it down i think young men and young women wanna wear it,0.5475
6467,Women's Clothing,their short skirts,0.5471
6468,Women's Clothing, ugh you don't know where fashion began,0.5433
6469,Women's Clothing, what do you got  so there's a dress code,0.5412
6470,Women's Clothing, the fashion is each person that put it on feel empowered and strong,0.5389
6471,Women's Clothing,magua  a the common manchu clothing of the qing dynasty,0.5349
6472,Women's Clothing,i can see so many different women wearing her designs,0.5324
6473,Women's Clothing,cowboy hat shortlike daisy dukes,0.5324
6474,Women's Clothing,what she doesn't like our clothes,0.5313
6475,Women's Clothing,when a woman wants to get dressed she doesn't cover herself completely,0.5310
6476,Women's Clothing,you know coat dress thing,0.5309
6477,Women's Clothing, pleated gown  i'm trying to hit a more feminine palette,0.5298
6478,Women's Clothing,we've got women in flower crowns and hula skirts,0.5295
6479,Women's Clothing,the fashion world is always evolving but some things remain the same,0.5275
6480,Women's Clothing,laughter  i think it's a beautiful sexy sophisticated dress that speaks to your family that speaks to your culture that brings a voice to fashion that we need,0.5271
6481,Women's Clothing, i'm want some of the clothes you guys are wearing,0.5265
6482,Women's Clothing,  rococo picnic gown,0.5249
6483,Women's Clothing, the haute couture,0.5247
6484,Women's Clothing,she's like a clothing designer,0.5243
6485,Women's Clothing, think of elements that from evening wear,0.5239
6486,Women's Clothing, this is one of the only looks that i can actually see a modern woman wearing on the streets of new york city,0.5234
6487,Women's Clothing, this is one of the only looks that i can actually see a modern woman wearing on the streets of new york city,0.5234
6488,Women's Clothing,it looks like a dress from a cheap store,0.5206
6489,Women's Clothing,it could be streetwear and you can blow it out into something as wonderful as a gown without missing a beat,0.5198
6490,Women's Clothing, designers for your challenge take the fashion in the photo and evolve it into your own showstopping garment,0.5189
6491,Women's Clothing,for women from modest backgrounds,0.5173
6492,Women's Clothing,clothingoptional up here,0.5151
6493,Women's Clothing, it's like a tunic,0.5140
6494,Women's Clothing,to make like a skirt,0.5123
6495,Women's Clothing,i do a lot of menswear in my brand and now i finally get the chance to fully do something that is completely menswear with a unisex vibe,0.5113
6496,Women's Clothing,my garment is inspired by tokyo underground street style and origami,0.5113
6497,Women's Clothing,my top is from zara my skirt is forever 21,0.5108
6498,Women's Clothing,that is part of her fashion language,0.5107
6499,Women's Clothing, you know she wants a dress to go out with her girls and just feel sexy,0.5103
6500,Women's Shoes and Footwear,specialties in with my shoes,0.5925
6501,Women's Shoes and Footwear,specialties in with my shoes,0.5925
6502,Women's Shoes and Footwear,these slippers are some ladykillers,0.5812
6503,Women's Shoes and Footwear,ankles instead the shoes they're ferragamo,0.5763
6504,Women's Shoes and Footwear,  it's sportswear,0.5677
6505,Women's Shoes and Footwear, for every pair you buy they give a pair to a child that was forced to work in the factory that makes these shoes,0.5426
6506,Women's Shoes and Footwear,tell me about them sneakers,0.5417
6507,Women's Shoes and Footwear, looks like a shoe store,0.5407
6508,Women's Shoes and Footwear, women's sizes too tobin,0.5388
6509,Women's Shoes and Footwear, streetwear can vary,0.5246
6510,Women's Shoes and Footwear,i'm making clothes for women,0.5218
6511,Women's Shoes and Footwear, ooh fancy sneakers,0.5157
6512,Women's Shoes and Footwear,you really want to sell those shoes because that is a very profitable business,0.5114
6513,Women's Shoes and Footwear,the baby shoe she found after that fire,0.5099
6514,Women's Shoes and Footwear, vegan leather shoes,0.5064
6515,Women's Shoes and Footwear, i'm thinking hoping menswear,0.5050
6516,Women's Shoes and Footwear, black shoe  no  what are you talking about  okay let's try these,0.5004
6517,Women's Shoes and Footwear,you have a lot of different shoes,0.4980
6518,Women's Shoes and Footwear,  laughs  i know how tough it is to walk in them heels,0.4942
6519,Women's Shoes and Footwear,from prada to dior to stella mccartney it's all about the tiedye,0.4917
6520,Women's Shoes and Footwear, laughter  look at that  them shoes,0.4870
6521,Women's Shoes and Footwear,red pink purple green and brown shoes,0.4800
6522,Women's Shoes and Footwear,  what's up  wow look at those shoes,0.4787
6523,Women's Shoes and Footwear,tune.  katie  the shoes turned out exactly how i wanted when i had my longer dress in mind,0.4782
6524,Women's Shoes and Footwear,i hate these shoes i should never have let that salesgirl talk me into getting them,0.4779
6525,Women's Shoes and Footwear, wants her shoes back,0.4760
6526,Women's Shoes and Footwear,almost like high fashion and sportswear,0.4713
6527,Women's Shoes and Footwear, it's balenciaga couture,0.4674
6528,Women's Shoes and Footwear, the haute couture,0.4656
6529,Women's Shoes and Footwear,  sneakers all the way,0.4651
6530,Women's Shoes and Footwear, the dresses ladies,0.4601
6531,Women's Shoes and Footwear,have you ever bought a shoe that you liked so much at a store and then you go home and you realize how much you hated it  a shoe in a store this is one great jones alley,0.4580
6532,Women's Shoes and Footwear,she's got the lucite heels,0.4553
6533,Women's Shoes and Footwear, his what  well his tennis shoes,0.4547
6534,Women's Shoes and Footwear,i like your shoes,0.4540
6535,Women's Shoes and Footwear,i like your shoes,0.4540
6536,Women's Shoes and Footwear,sorry i was rushing and i put me heel through the hem of me skirt so i had to put on another one,0.4529
6537,Women's Shoes and Footwear,a magazine for women,0.4513
6538,Women's Shoes and Footwear, are those the shoes that you're,0.4496
6539,Women's Shoes and Footwear, she wants something she can play tennis in,0.4491
6540,Women's Shoes and Footwear,let's do streetwear,0.4489
6541,Women's Shoes and Footwear,even the other day we put on these shoes that i swear she's worn ten times,0.4483
6542,Women's Shoes and Footwear, coat e devil wears prada,0.4468
6543,Women's Shoes and Footwear,  what are you making  highend couture mother nature outfit,0.4462
6544,Women's Shoes and Footwear,something with no break and a tight inseam,0.4440
6545,Women's Shoes and Footwear,this is my version of streetwear,0.4435
6546,Women's Shoes and Footwear,oh you know the reason i became a nurse was to wear shoes like this thank you very much,0.4427
6547,Women's Shoes and Footwear,these nicer laces are gonna be more expensive,0.4427
6548,Women's Shoes and Footwear, they're fashionforward,0.4417
6549,Women's Shoes and Footwear, she kills it with the shoes,0.4384
6550,Men's Clothing, i'm thinking hoping menswear,0.6757
6551,Men's Clothing,  shirts and ties,0.5989
6552,Men's Clothing,  it's sportswear,0.5624
6553,Men's Clothing, your menswear is so good,0.5484
6554,Men's Clothing,almost like high fashion and sportswear,0.5468
6555,Men's Clothing,this is our store of clothes,0.5385
6556,Men's Clothing, streetwear can vary,0.5364
6557,Men's Clothing,i do a lot of menswear in my brand and now i finally get the chance to fully do something that is completely menswear with a unisex vibe,0.5358
6558,Men's Clothing,magua  a the common manchu clothing of the qing dynasty,0.5340
6559,Men's Clothing,i'm making clothes for women,0.5297
6560,Men's Clothing, what do you got  so there's a dress code,0.5270
6561,Men's Clothing,after the unconventional materials challenge i promised them i wouldn't disappoint them and here i am creating a menswear look that i was trying to challenge myself with,0.5222
6562,Men's Clothing, sleeves down to the wrists buttonedup collars and muted colors,0.5190
6563,Men's Clothing, i'm want some of the clothes you guys are wearing,0.5188
6564,Men's Clothing,expressing ourselves through our clothing gives all of us a platform,0.5176
6565,Men's Clothing,you know i really like a man who wears,0.5158
6566,Men's Clothing, think of elements that from evening wear,0.5154
6567,Men's Clothing,it's the type of shirt,0.5153
6568,Men's Clothing,  luxury headwear,0.5133
6569,Men's Clothing,  that's a man's closet right there,0.5108
6570,Men's Clothing,this is a man's pant,0.5104
6571,Men's Clothing, this is a man's pant,0.5104
6572,Men's Clothing,clothingoptional up here,0.5090
6573,Men's Clothing, it's adaptive clothing,0.5083
6574,Men's Clothing, it's like a tunic,0.5054
6575,Men's Clothing,i've never done menswear,0.5035
6576,Men's Clothing,so like crocs and birkenstocks and khakis collared shirts something like that,0.5008
6577,Men's Clothing," because the fabric is so day what i don't get from this look is ""tuxedo",0.4923
6578,Men's Clothing, i love the fact that you picked the plaid which in spirit is a man's fabric,0.4921
6579,Men's Clothing, navy blue pants buttoneddown navy blue shirt and the steeltoed boots,0.4868
6580,Men's Clothing,what fabric's gonna be in come on,0.4868
6581,Men's Clothing,i thought he would come with a more expensive kind of looking garment for this,0.4864
6582,Men's Clothing,now for the best part outfit deets,0.4855
6583,Men's Clothing, another day another garment,0.4839
6584,Men's Clothing, both: the courage to wear it,0.4832
6585,Men's Clothing,  with dressing all right guys,0.4828
6586,Men's Clothing,he's trying on personalities like clothes,0.4821
6587,Men's Clothing, this is shirting fabric,0.4814
6588,Men's Clothing,you know jeans tshirts,0.4809
6589,Men's Clothing,cowboy hat shortlike daisy dukes,0.4805
6590,Men's Clothing, so this is like what men just wear on the daily in mexico,0.4794
6591,Men's Clothing, this is a jacket,0.4766
6592,Men's Clothing, i do believe that they were giving us summer time sizzle for men's swimwear,0.4760
6593,Men's Clothing,but again we're here with the problem of i'm not understanding what the clothes are at their core,0.4758
6594,Men's Clothing,you know coat dress thing,0.4751
6595,Men's Clothing,uh what's with the robe oh it's uh,0.4735
6596,Men's Clothing,the construction of this garment is not up to par,0.4728
6597,Men's Clothing,remember this is obviously still part of the collection so make sure the fabrics make sense,0.4714
6598,Men's Clothing,this is my version of streetwear,0.4687
6599,Men's Clothing, a lot of the attires here wow,0.4682
6600,Bath and Shower,for me dim sum is the shower,0.6037
6601,Bath and Shower, smooches  i take a shower which is the pool,0.6034
6602,Bath and Shower, i'll give you a bath,0.5976
6603,Bath and Shower, a beautiful en suite bath,0.5967
6604,Bath and Shower,you go into the shower,0.5769
6605,Bath and Shower,in the shower room,0.5725
6606,Bath and Shower,okay i'm gonna go shower and then shower again,0.5690
6607,Bath and Shower,but in a separate shower,0.5654
6608,Bath and Shower,what is this  uh it's actually a foot bath,0.5645
6609,Bath and Shower,so closet master bath,0.5629
6610,Bath and Shower,any bathroom with a shower,0.5595
6611,Bath and Shower,shower me in the inane waters of television food and feet,0.5592
6612,Bath and Shower,there's a pool a spa there's even an outdoor shower,0.5591
6613,Bath and Shower,take a long shower,0.5537
6614,Bath and Shower,time for a shower,0.5528
6615,Bath and Shower, you have the soaking tub,0.5523
6616,Bath and Shower, check out the tub,0.5509
6617,Bath and Shower,  look at this shower,0.5504
6618,Bath and Shower,you have to do the rest in the shower,0.5468
6619,Bath and Shower,you can use my bathroom to shower,0.5448
6620,Bath and Shower,some exfoliant a littlelittle scrub loofah some bubble bath you know you uh like to take baths huh  okay,0.5430
6621,Bath and Shower, i'm gonna take a shower,0.5413
6622,Bath and Shower,i'm gonna take a shower,0.5413
6623,Bath and Shower,i didn't know you were in the shower,0.5409
6624,Bath and Shower,a tub with a view,0.5402
6625,Bath and Shower,let me see the master bath  yeah,0.5381
6626,Bath and Shower,couldn't shower so,0.5366
6627,Bath and Shower,we've got a bathtub which is quite nice,0.5366
6628,Bath and Shower,what's she showering here for  she got the boot from her apartment,0.5350
6629,Bath and Shower,now take a shower,0.5274
6630,Bath and Shower,i'm just lying in the tub soaping myself all over,0.5264
6631,Bath and Shower,i wanna get in the jacuzzi,0.5248
6632,Bath and Shower, all right well let's get you a shower,0.5231
6633,Bath and Shower, there's a hot tub,0.5230
6634,Bath and Shower, listen hot tub and then burgers,0.5221
6635,Bath and Shower,the spayou're actually in the swimming pool now,0.5194
6636,Bath and Shower,and the bathroom,0.5165
6637,Bath and Shower, i'm gonna go take a shower,0.5149
6638,Bath and Shower,i'll give you a bath in the sink like a baby,0.5124
6639,Bath and Shower,i want to go get in the hot tub,0.5123
6640,Bath and Shower,ah they moved the shower,0.5115
6641,Bath and Shower,i think i'm gonna go to the hot tub right now,0.5028
6642,Bath and Shower,we take a bath together every night,0.5009
6643,Bath and Shower,we take a bath together every night,0.5009
6644,Bath and Shower, you want to see the bathroom  beautiful,0.4986
6645,Bath and Shower,i know this doesn't look like work but are you familiar with the shower principle  i remember mrs,0.4963
6646,Bath and Shower,prue: i'’m going to take a bath,0.4961
6647,Bath and Shower,you were in the tub,0.4952
6648,Bath and Shower,all i want now is a hot bath and a cold drink,0.4942
6649,Bath and Shower,  i didn't expect to see you in a shower room,0.4920
6650,Deodorant and Antiperspirant,toothpaste deodorant,0.8078
6651,Deodorant and Antiperspirant,oh shoot i forgot deodorant,0.8030
6652,Deodorant and Antiperspirant,my face moisturizer,0.5564
6653,Deodorant and Antiperspirant,bubbles they're aromatherapeutic,0.5496
6654,Deodorant and Antiperspirant, what else did you get dean  hm got some razors deodorant,0.5491
6655,Deodorant and Antiperspirant,my shampoo and my fake tan that has ing exploded everywhere,0.5383
6656,Deodorant and Antiperspirant,and a listerineorange palette cleansers,0.5233
6657,Deodorant and Antiperspirant,hand sanitizer  oh yeah,0.5133
6658,Deodorant and Antiperspirant,fresh shave elevated pulse cologne,0.4743
6659,Deodorant and Antiperspirant, think of elements that from evening wear,0.4699
6660,Deodorant and Antiperspirant,the hand sanitizer,0.4581
6661,Deodorant and Antiperspirant,i still have no underwear makeup face creams,0.4553
6662,Deodorant and Antiperspirant, robert: pimple medicine,0.4379
6663,Deodorant and Antiperspirant,  benadryl valium and weed,0.4344
6664,Deodorant and Antiperspirant,a little bit of tresemmé keratin smooth serum,0.4259
6665,Deodorant and Antiperspirant, that's skincare,0.4240
6666,Deodorant and Antiperspirant, ooh hand warmers,0.4202
6667,Deodorant and Antiperspirant,let's go to the drugstore,0.4172
6668,Deodorant and Antiperspirant, pants take a deep breath relax,0.4139
6669,Deodorant and Antiperspirant,kevin what prescription drugs are you taking besides rogaine i'm not taking rogaine,0.4119
6670,Deodorant and Antiperspirant,the clothes are i'm not sure if it's the universe giving me a gift or if i didn't pack well but whatever the case just gonna assume i'm not supposed to be using them and go with a cleaner look,0.4069
6671,Deodorant and Antiperspirant, i mean like toilet paper,0.4064
6672,Deodorant and Antiperspirant, dude you've got so much sunscreen in your beard,0.4054
6673,Deodorant and Antiperspirant,  what's up  alcohol prep pad,0.4052
6674,Deodorant and Antiperspirant,  it all smells great,0.4023
6675,Deodorant and Antiperspirant,looser skin same underwear,0.3962
6676,Deodorant and Antiperspirant,it'll be more gentle on your skin,0.3958
6677,Deodorant and Antiperspirant,i didn't know anything about men's skincare,0.3946
6678,Deodorant and Antiperspirant,hm do you have any sunscreen for the guests um,0.3943
6679,Deodorant and Antiperspirant,insect repellant which we clearly need reduces the effectiveness of spf,0.3931
6680,Deodorant and Antiperspirant, what's in the bag  you look like you could use some coffee,0.3913
6681,Deodorant and Antiperspirant, oh this benzene really smells doesn't it oh is this the secret stripping mixture you told me about  it's part of it,0.3905
6682,Deodorant and Antiperspirant, on your assets don't get it on your hair now,0.3900
6683,Deodorant and Antiperspirant, i get to go back to pads  and witch hazel,0.3863
6684,Deodorant and Antiperspirant,we need to make a new sunscreen basket please,0.3862
6685,Deodorant and Antiperspirant,pjs brush your teeth,0.3840
6686,Deodorant and Antiperspirant,everyday kind of wearable basics,0.3835
6687,Deodorant and Antiperspirant, i know they're condoms,0.3832
6688,Deodorant and Antiperspirant,  mm what'd it smell like  i don't know what it is,0.3828
6689,Deodorant and Antiperspirant, and i've been using the same shampoo bottle for like a year,0.3811
6690,Deodorant and Antiperspirant, hygiene conscious,0.3796
6691,Deodorant and Antiperspirant, paper products did you tell pam about the alliance what no just now oh no no no no,0.3796
6692,Deodorant and Antiperspirant,i don't want to smell it,0.3792
6693,Deodorant and Antiperspirant, what was i getting dressed for to lay around  got us a little road bottle,0.3771
6694,Deodorant and Antiperspirant,time for a shower,0.3770
6695,Deodorant and Antiperspirant, also something you flush,0.3742
6696,Deodorant and Antiperspirant,my stuff is just in the wash,0.3739
6697,Deodorant and Antiperspirant,and i my hand towel,0.3730
6698,Deodorant and Antiperspirant,for example when you're showering,0.3725
6699,Deodorant and Antiperspirant,some exfoliant a littlelittle scrub loofah some bubble bath you know you uh like to take baths huh  okay,0.3720
6700,Oral care, three examine the mouth for signs of oral lesions,0.5814
6701,Oral care,"""d"" brushing their teeth",0.5580
6702,Oral care,a dental hygienist,0.5432
6703,Oral care,you have to scrape the plaque off of people's teeth,0.5394
6704,Oral care, not even the gum well that's a huge step back for medicine,0.5328
6705,Oral care,pjs brush your teeth,0.5167
6706,Oral care,we're not talking about teeth,0.5166
6707,Oral care, be sure to floss,0.5139
6708,Oral care, mask your mouth,0.5057
6709,Oral care,laughing and brush our teeth,0.4919
6710,Oral care,through the lips and over the gums,0.4894
6711,Oral care, i feel like i'm here to give you a dentist appointment,0.4862
6712,Oral care,okay here's the palate cleanser,0.4814
6713,Oral care,kissing let me see you brush your teeth,0.4741
6714,Oral care, uh but what'd you hold on to  toothbrush,0.4693
6715,Oral care,you've got a little gingivitis in there,0.4692
6716,Oral care,i had a tooth that got infected once,0.4657
6717,Oral care, that's my toothbrush,0.4644
6718,Oral care, what is up with you let me see your gums,0.4568
6719,Oral care, hygiene conscious,0.4483
6720,Oral care,full dental and indoor ball pits,0.4433
6721,Oral care,i'll order the treatment,0.4430
6722,Oral care, that's skincare,0.4419
6723,Oral care, yeah but what do people usually say  well most of my patients are younger so lots of complaints about brushing teeth going to bed early wanting more screen time,0.4411
6724,Oral care,emergency dentist appointment,0.4405
6725,Oral care,toothpaste deodorant,0.4381
6726,Oral care, tune. from my open mouth  dr,0.4381
6727,Oral care,"""d"" brushing his teeth  $250",0.4378
6728,Oral care, less mouth more ass,0.4371
6729,Oral care,i'm curious about why you would call that cherry puree a palate cleanser,0.4363
6730,Oral care,i'm curious about why you would call that cherry puree a palate cleanser,0.4363
6731,Oral care,from head to toe,0.4359
6732,Oral care,e appendix anymore we're not using th th our wisdom teeth,0.4319
6733,Oral care, are you allowed to have dessert if you have a cavity  um,0.4308
6734,Oral care,tune. tune. moans tune. tune.  need anything  just detergent and toothpaste,0.4307
6735,Oral care,  yeah  can you make sure harry brushes his teeth please  oh he's good,0.4291
6736,Oral care,you have a toothbrush yes,0.4284
6737,Oral care,the perfect bite,0.4278
6738,Oral care,the perfect bite,0.4278
6739,Oral care, so i have like a dentist appointment at 4:30,0.4251
6740,Oral care,honestly there's a world in which i don't even floss,0.4250
6741,Oral care,the hand sanitizer,0.4208
6742,Oral care,so as a matter of fact tomorrow i need to go to the dentist and it's gonna be about a fivehour process,0.4201
6743,Oral care,general appearance and grooming,0.4193
6744,Oral care, sucks teeth i mean i wasn't asking you to be my girl or nothing,0.4187
6745,Oral care, avocados did we get avocados  does that help with the burning mouth  milk does,0.4182
6746,Oral care,tune.  i need to brush my teeth and indistinct,0.4179
6747,Oral care, toothpicks  yeah,0.4177
6748,Oral care,i want to brush you,0.4171
6749,Oral care,and a listerineorange palette cleansers,0.4158
6750,Shaving, this is grooming,0.5689
6751,Shaving, no more trimming,0.5443
6752,Shaving,general appearance and grooming,0.5291
6753,Shaving, he cut his throat shaving,0.5230
6754,Shaving,like why are you waxing like you would never wax,0.5128
6755,Shaving,knife slashing i don't wear a suit in the shower,0.5128
6756,Shaving, this is the hair we're doing,0.5054
6757,Shaving,what happened to your face  i shaved,0.4870
6758,Shaving,not touching anyone,0.4819
6759,Shaving,putting away your clothes,0.4765
6760,Shaving,laughing and brush our teeth,0.4724
6761,Shaving, i'm getting ready to cut,0.4661
6762,Shaving, something in your hair,0.4650
6763,Shaving,  really  let's get the hair out of our face,0.4640
6764,Shaving,i don't like hair man except on my head and on my face,0.4634
6765,Shaving, died how  he cut his throat shaving,0.4614
6766,Shaving,i didn't shave my legs until high school,0.4574
6767,Shaving, i feel like jordan should have never shaved at all,0.4525
6768,Shaving,and when i shave i look way younger so come on,0.4484
6769,Shaving, i just gotta get my hair right,0.4465
6770,Shaving, you guysno no mustaches in the morning,0.4435
6771,Shaving,or use a proper razor,0.4410
6772,Shaving, scissors  snippers,0.4367
6773,Shaving,pam run a comb through your hair,0.4349
6774,Shaving, i'm gonna curl my hair,0.4329
6775,Shaving,anyone you see who hasn't shaved those people have money,0.4323
6776,Shaving, stop touching my hair,0.4319
6777,Shaving,cut yourself shaving you know that can happen when the nun you woke up with coughs blood on you,0.4318
6778,Shaving, hygiene conscious,0.4303
6779,Shaving, on your assets don't get it on your hair now,0.4293
6780,Shaving, but does anybody know what anybody's cutting  no,0.4249
6781,Shaving, well i need as much hair as i can so pluck one,0.4242
6782,Shaving, plus you don't wanna mess up your hair,0.4239
6783,Shaving,maybe like go outside and get a breath of fresh hair,0.4234
6784,Shaving, and hairs  god this is a revelation,0.4216
6785,Shaving,i'm gonna shave that for a carpaccio,0.4215
6786,Shaving,  let's move the hair,0.4209
6787,Shaving,i'm trying to look like a gentleman,0.4153
6788,Shaving, i request men to have facial hair,0.4107
6789,Shaving,a haircut can make or break a career,0.4097
6790,Shaving,i'm not lookin' at your hair,0.4095
6791,Shaving, oh you like a beard,0.4051
6792,Shaving,to cut lemons and limes and remember that,0.4043
6793,Shaving,not us stripping,0.4042
6794,Shaving,any number of things,0.4041
6795,Shaving, i just like curls,0.4026
6796,Shaving,you like it no you want me to shave it listen i wanted to tell you that your grandmother's in the hospital,0.4018
6797,Shaving,it's getting my tie back on,0.4015
6798,Shaving,own it like i'm owning the friziness of my hair right now,0.4010
6799,Shaving, almost worst than a haircut,0.4008
6800,Desktops,i'm opening a store computers,0.5292
6801,Desktops,computron is just one of the many modern devices that i have incorporated into the office,0.5289
6802,Desktops,that's your desk,0.5125
6803,Desktops, wait that computer,0.4969
6804,Desktops, this is your desk,0.4878
6805,Desktops,a computer is a great big thing with a green screen,0.4790
6806,Desktops, where is my desk  that is weird,0.4692
6807,Desktops,grab the computers get the hard drives all the usb drives,0.4680
6808,Desktops, pack up your desk,0.4553
6809,Desktops, this is my office space,0.4535
6810,Desktops,paint artwork get all the computers phones,0.4354
6811,Desktops, windows as well right everything,0.4354
6812,Desktops,which one of us is going to get this computer just kidding,0.4320
6813,Desktops,you know a lot of people put them in their living rooms,0.4268
6814,Desktops, straight windows,0.4261
6815,Desktops,meantime i'm going to buy this one for my office,0.4217
6816,Desktops,  this is my office,0.4164
6817,Desktops,this man is here to do it on the desk,0.4163
