,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
6714,6714,Oral care, uh but what'd you hold on to  toothbrush,0.4693,41,,,Style & Fashion
6715,6715,Oral care,you've got a little gingivitis in there,0.4692,39,,,Style & Fashion
6716,6716,Oral care,i had a tooth that got infected once,0.4657,36,,,Style & Fashion
6717,6717,Oral care, that's my toothbrush,0.4644,21,,,Style & Fashion
6718,6718,Oral care, what is up with you let me see your gums,0.4568,41,,,Style & Fashion
6719,6719,Oral care, hygiene conscious,0.4483,18,,,Style & Fashion
6720,6720,Oral care,full dental and indoor ball pits,0.4433,32,,,Style & Fashion
6721,6721,Oral care,i'll order the treatment,0.443,24,,,Style & Fashion
6722,6722,Oral care, that's skincare,0.4419,16,,,Style & Fashion
6723,6723,Oral care, yeah but what do people usually say  well most of my patients are younger so lots of complaints about brushing teeth going to bed early wanting more screen time,0.4411,161,,,Style & Fashion
6724,6724,Oral care,emergency dentist appointment,0.4405,29,,,Style & Fashion
6725,6725,Oral care,toothpaste deodorant,0.4381,20,,,Style & Fashion
6726,6726,Oral care, tune. from my open mouth  dr,0.4381,29,,,Style & Fashion
6727,6727,Oral care,"""d"" brushing his teeth  $250",0.4378,28,,,Style & Fashion
6728,6728,Oral care, less mouth more ass,0.4371,20,,,Style & Fashion
6729,6729,Oral care,i'm curious about why you would call that cherry puree a palate cleanser,0.4363,72,,,Style & Fashion
6730,6730,Oral care,i'm curious about why you would call that cherry puree a palate cleanser,0.4363,72,,,Style & Fashion
6731,6731,Oral care,from head to toe,0.4359,16,,,Style & Fashion
6732,6732,Oral care,e appendix anymore we're not using th th our wisdom teeth,0.4319,57,,,Style & Fashion
6733,6733,Oral care, are you allowed to have dessert if you have a cavity  um,0.4308,57,,,Style & Fashion
6734,6734,Oral care,tune. tune. moans tune. tune.  need anything  just detergent and toothpaste,0.4307,75,,,Style & Fashion
6735,6735,Oral care,  yeah  can you make sure harry brushes his teeth please  oh he's good,0.4291,70,,,Style & Fashion
6736,6736,Oral care,you have a toothbrush yes,0.4284,25,,,Style & Fashion
6737,6737,Oral care,the perfect bite,0.4278,16,,,Style & Fashion
6738,6738,Oral care,the perfect bite,0.4278,16,,,Style & Fashion
6739,6739,Oral care, so i have like a dentist appointment at 4:30,0.4251,45,,,Style & Fashion
6740,6740,Oral care,honestly there's a world in which i don't even floss,0.425,52,,,Style & Fashion
6741,6741,Oral care,the hand sanitizer,0.4208,18,,,Style & Fashion
6742,6742,Oral care,so as a matter of fact tomorrow i need to go to the dentist and it's gonna be about a fivehour process,0.4201,102,,,Style & Fashion
6743,6743,Oral care,general appearance and grooming,0.4193,31,,,Style & Fashion
6744,6744,Oral care, sucks teeth i mean i wasn't asking you to be my girl or nothing,0.4187,64,,,Style & Fashion
6745,6745,Oral care, avocados did we get avocados  does that help with the burning mouth  milk does,0.4182,79,,,Style & Fashion
6746,6746,Oral care,tune.  i need to brush my teeth and indistinct,0.4179,46,,,Style & Fashion
6747,6747,Oral care, toothpicks  yeah,0.4177,17,,,Style & Fashion
6748,6748,Oral care,i want to brush you,0.4171,19,,,Style & Fashion
6749,6749,Oral care,and a listerineorange palette cleansers,0.4158,39,,,Style & Fashion
6750,6750,Shaving, this is grooming,0.5689,17,,,Style & Fashion
6751,6751,Shaving, no more trimming,0.5443,17,,,Style & Fashion
6752,6752,Shaving,general appearance and grooming,0.5291,31,,,Style & Fashion
6753,6753,Shaving, he cut his throat shaving,0.523,26,,,Style & Fashion
6754,6754,Shaving,like why are you waxing like you would never wax,0.5128,48,,,Style & Fashion
6755,6755,Shaving,knife slashing i don't wear a suit in the shower,0.5128,48,,,Style & Fashion
6756,6756,Shaving, this is the hair we're doing,0.5054,29,,,Style & Fashion
6757,6757,Shaving,what happened to your face  i shaved,0.487,36,,,Style & Fashion
6758,6758,Shaving,not touching anyone,0.4819,19,,,Style & Fashion
6759,6759,Shaving,putting away your clothes,0.4765,25,,,Style & Fashion
6760,6760,Shaving,laughing and brush our teeth,0.4724,28,,,Style & Fashion
6761,6761,Shaving, i'm getting ready to cut,0.4661,25,,,Style & Fashion
6762,6762,Shaving, something in your hair,0.465,23,,,Style & Fashion
6763,6763,Shaving,  really  let's get the hair out of our face,0.464,44,,,Style & Fashion
6764,6764,Shaving,i don't like hair man except on my head and on my face,0.4634,54,,,Style & Fashion
6765,6765,Shaving, died how  he cut his throat shaving,0.4614,36,,,Style & Fashion
6766,6766,Shaving,i didn't shave my legs until high school,0.4574,40,,,Style & Fashion
6767,6767,Shaving, i feel like jordan should have never shaved at all,0.4525,51,,,Style & Fashion
6768,6768,Shaving,and when i shave i look way younger so come on,0.4484,46,,,Style & Fashion
6769,6769,Shaving, i just gotta get my hair right,0.4465,31,,,Style & Fashion
6770,6770,Shaving, you guysno no mustaches in the morning,0.4435,39,,,Style & Fashion
6771,6771,Shaving,or use a proper razor,0.441,21,,,Style & Fashion
6772,6772,Shaving, scissors  snippers,0.4367,19,,,Style & Fashion
6773,6773,Shaving,pam run a comb through your hair,0.4349,32,,,Style & Fashion
6774,6774,Shaving, i'm gonna curl my hair,0.4329,23,,,Style & Fashion
6775,6775,Shaving,anyone you see who hasn't shaved those people have money,0.4323,56,,,Style & Fashion
6776,6776,Shaving, stop touching my hair,0.4319,22,,,Style & Fashion
6777,6777,Shaving,cut yourself shaving you know that can happen when the nun you woke up with coughs blood on you,0.4318,95,,,Style & Fashion
6778,6778,Shaving, hygiene conscious,0.4303,18,,,Style & Fashion
6779,6779,Shaving, on your assets don't get it on your hair now,0.4293,45,,,Style & Fashion
6780,6780,Shaving, but does anybody know what anybody's cutting  no,0.4249,49,,,Style & Fashion
6781,6781,Shaving, well i need as much hair as i can so pluck one,0.4242,47,,,Style & Fashion
6782,6782,Shaving, plus you don't wanna mess up your hair,0.4239,39,,,Style & Fashion
6783,6783,Shaving,maybe like go outside and get a breath of fresh hair,0.4234,52,,,Style & Fashion
6784,6784,Shaving, and hairs  god this is a revelation,0.4216,36,,,Style & Fashion
6785,6785,Shaving,i'm gonna shave that for a carpaccio,0.4215,36,,,Style & Fashion
6786,6786,Shaving,  let's move the hair,0.4209,21,,,Style & Fashion
6787,6787,Shaving,i'm trying to look like a gentleman,0.4153,35,,,Style & Fashion
6788,6788,Shaving, i request men to have facial hair,0.4107,34,,,Style & Fashion
6789,6789,Shaving,a haircut can make or break a career,0.4097,36,,,Style & Fashion
6790,6790,Shaving,i'm not lookin' at your hair,0.4095,28,,,Style & Fashion
6791,6791,Shaving, oh you like a beard,0.4051,20,,,Style & Fashion
6792,6792,Shaving,to cut lemons and limes and remember that,0.4043,41,,,Style & Fashion
6793,6793,Shaving,not us stripping,0.4042,16,,,Style & Fashion
6794,6794,Shaving,any number of things,0.4041,20,,,Style & Fashion
6795,6795,Shaving, i just like curls,0.4026,18,,,Style & Fashion
6796,6796,Shaving,you like it no you want me to shave it listen i wanted to tell you that your grandmother's in the hospital,0.4018,106,,,Style & Fashion
6797,6797,Shaving,it's getting my tie back on,0.4015,27,,,Style & Fashion
6798,6798,Shaving,own it like i'm owning the friziness of my hair right now,0.401,57,,,Style & Fashion
6799,6799,Shaving, almost worst than a haircut,0.4008,28,,,Style & Fashion
6800,6800,Desktops,i'm opening a store computers,0.5292,29,,,Technology & Computing
6801,6801,Desktops,computron is just one of the many modern devices that i have incorporated into the office,0.5289,89,,,Technology & Computing
6802,6802,Desktops,that's your desk,0.5125,16,,,Technology & Computing
6803,6803,Desktops, wait that computer,0.4969,19,,,Technology & Computing
6804,6804,Desktops, this is your desk,0.4878,18,,,Technology & Computing
6805,6805,Desktops,a computer is a great big thing with a green screen,0.479,51,,,Technology & Computing
6806,6806,Desktops, where is my desk  that is weird,0.4692,32,,,Technology & Computing
6807,6807,Desktops,grab the computers get the hard drives all the usb drives,0.468,57,,,Technology & Computing
6808,6808,Desktops, pack up your desk,0.4553,18,,,Technology & Computing
6809,6809,Desktops, this is my office space,0.4535,24,,,Technology & Computing
6810,6810,Desktops,paint artwork get all the computers phones,0.4354,42,,,Technology & Computing
6811,6811,Desktops, windows as well right everything,0.4354,33,,,Technology & Computing
6812,6812,Desktops,which one of us is going to get this computer just kidding,0.432,58,,,Technology & Computing
6813,6813,Desktops,you know a lot of people put them in their living rooms,0.4268,55,,,Technology & Computing
6814,6814,Desktops, straight windows,0.4261,17,,,Technology & Computing
6815,6815,Desktops,meantime i'm going to buy this one for my office,0.4217,48,,,Technology & Computing
6816,6816,Desktops,  this is my office,0.4164,19,,,Technology & Computing
6817,6817,Desktops,this man is here to do it on the desk,0.4163,37,,,Technology & Computing
6818,6818,Desktops,this is all hands on deck k9 form of desk,0.4158,41,,,Technology & Computing
6819,6819,Desktops, there's a couple of outlets back there if you guys need to plug your computers in,0.4136,82,,,Technology & Computing
6820,6820,Desktops,right just do laptops and just like code,0.4126,40,,,Technology & Computing
6821,6821,Desktops,  and by the way now during the pandemic everybody wants a home office,0.4107,70,,,Technology & Computing
6822,6822,Desktops, tune.tune. tune.tune.  ooh new workroom,0.4049,40,,,Technology & Computing
6823,6823,Desktops,somebody could use this as an office,0.4028,36,,,Technology & Computing
6824,6824,Desktops,look at the windows,0.397,19,,,Technology & Computing
6825,6825,Desktops,is that a new computer didn't y'all just get new computers year before last couple years ago,0.3952,92,,,Technology & Computing
6826,6826,Desktops,office warehouse,0.3946,16,,,Technology & Computing
6827,6827,Desktops, you're at your desk,0.3927,20,,,Technology & Computing
6828,6828,Desktops,kim: oh a desk this can be my study desk,0.3904,40,,,Technology & Computing
6829,6829,Desktops,and what the heck are you doing to that mouse  all our patient files are missing,0.3894,80,,,Technology & Computing
6830,6830,Desktops, sick furniture in here dave,0.3858,28,,,Technology & Computing
6831,6831,Desktops,you got a computer in your room nope,0.3829,36,,,Technology & Computing
6832,6832,Desktops,thinking about mac yeah,0.3792,23,,,Technology & Computing
6833,6833,Desktops, my eightyearold son is visiting me this week and he asked specifically if i could arrange a tour of the microsoft complex,0.379,122,,,Technology & Computing
6834,6834,Desktops,you know say exactly what you need it for,0.3775,41,,,Technology & Computing
6835,6835,Desktops, and for your files,0.3772,19,,,Technology & Computing
6836,6836,Desktops,emails um spreadsheets all that,0.3763,31,,,Technology & Computing
6837,6837,Desktops, i see you put in the ipads,0.3751,27,,,Technology & Computing
6838,6838,Desktops,drawers and stuff in there,0.3745,26,,,Technology & Computing
6839,6839,Desktops,hey what kind of boy wouldn't want to spend a day at microsoft stay out of this,0.3737,79,,,Technology & Computing
6840,6840,Desktops,d a laptop you'll receive a phone an at we control,0.3725,50,,,Technology & Computing
6841,6841,Desktops,joe laughs keyboard clacking monitor beeps  well look at that,0.3721,61,,,Technology & Computing
6842,6842,Desktops,i know this desktop environment is supposed to be better but,0.3714,60,,,Technology & Computing
6843,6843,Desktops,american couches,0.3698,16,,,Technology & Computing
6844,6844,Desktops,all new furnishings,0.3689,19,,,Technology & Computing
6845,6845,Desktops,but a lot of couples right now need separate office spaces you need a zoom space,0.3683,80,,,Technology & Computing
6846,6846,Desktops, i'm gonna send you to the workroom to clean up your space,0.3681,58,,,Technology & Computing
6847,6847,Desktops, the graphic designers are here,0.368,31,,,Technology & Computing
6848,6848,Desktops, ugh i hate working through a computer screen,0.3672,45,,,Technology & Computing
6849,6849,Desktops, guys what are we doing  i'm in my office,0.3656,41,,,Technology & Computing
6850,6850,Laptops, wait that computer,0.5399,19,,,Technology & Computing
6851,6851,Laptops,d a laptop you'll receive a phone an at we control,0.5331,50,,,Technology & Computing
6852,6852,Laptops,i'm opening a store computers,0.5139,29,,,Technology & Computing
6853,6853,Laptops,computron is just one of the many modern devices that i have incorporated into the office,0.5051,89,,,Technology & Computing
6854,6854,Laptops,right just do laptops and just like code,0.4866,40,,,Technology & Computing
6855,6855,Laptops, i see you put in the ipads,0.4856,27,,,Technology & Computing
6856,6856,Laptops,paint artwork get all the computers phones,0.4823,42,,,Technology & Computing
6857,6857,Laptops,which one of us is going to get this computer just kidding,0.4647,58,,,Technology & Computing
6858,6858,Laptops,grab the computers get the hard drives all the usb drives,0.4537,57,,,Technology & Computing
6859,6859,Laptops, i need my laptop,0.4519,17,,,Technology & Computing
6860,6860,Laptops, before ipads  before ipads,0.4487,27,,,Technology & Computing
6861,6861,Laptops,is that a new computer didn't y'all just get new computers year before last couple years ago,0.4463,92,,,Technology & Computing
6862,6862,Laptops,flatscreen tv ferrari i'm lying i can really only afford a medium froyo,0.4408,71,,,Technology & Computing
6863,6863,Laptops,american couches,0.4374,16,,,Technology & Computing
6864,6864,Laptops,you can leave your laptop out here,0.4365,34,,,Technology & Computing
6865,6865,Laptops, anything in the store,0.4311,22,,,Technology & Computing
6866,6866,Laptops,what are they called portable what it's adventurous,0.428,51,,,Technology & Computing
6867,6867,Laptops,there must be thousands in use across the country,0.4186,49,,,Technology & Computing
6868,6868,Laptops,you guys are gonna have access to everything you see here topoftheline sewing and embroidery machines from brother and pilot frixion erasable pens for sketching,0.4151,160,,,Technology & Computing
6869,6869,Laptops, cell phone charger  yeah,0.4144,25,,,Technology & Computing
6870,6870,Laptops,a computer is a great big thing with a green screen,0.4091,51,,,Technology & Computing
6871,6871,Laptops,  and by the way now during the pandemic everybody wants a home office,0.4049,70,,,Technology & Computing
6872,6872,Laptops, people like all those gadgets in the doors,0.4037,43,,,Technology & Computing
6873,6873,Laptops,there's a bunch of electronic candles in the upper pantry,0.4036,57,,,Technology & Computing
6874,6874,Laptops,it's all over the tech news,0.3972,27,,,Technology & Computing
6875,6875,Laptops,one of my deputies knows something about electronics,0.3938,52,,,Technology & Computing
6876,6876,Laptops,receptionists love them,0.3892,23,,,Technology & Computing
6877,6877,Laptops,which is very hightech,0.3888,22,,,Technology & Computing
6878,6878,Laptops, yeah those things,0.3884,18,,,Technology & Computing
6879,6879,Laptops, the laptop on the corner of the bed i mean had everybody freaking out,0.3879,70,,,Technology & Computing
6880,6880,Laptops,and the most important  the price  the most important thing,0.3859,59,,,Technology & Computing
6881,6881,Laptops,you know say exactly what you need it for,0.3834,41,,,Technology & Computing
6882,6882,Laptops,our first night because of our environment because of the screens because of this very expensive model we've sold,0.3814,113,,,Technology & Computing
6883,6883,Laptops, they want something modern,0.3808,27,,,Technology & Computing
6884,6884,Laptops,  very large ones,0.3808,17,,,Technology & Computing
6885,6885,Laptops,and that price needs to be at tops $1300000,0.3762,43,,,Technology & Computing
6886,6886,Laptops,you know a lot of people put them in their living rooms,0.3761,55,,,Technology & Computing
6887,6887,Laptops, grunts  even a tv where they can watch their shows in syndication,0.375,66,,,Technology & Computing
6888,6888,Laptops, ooh hand warmers,0.3746,17,,,Technology & Computing
6889,6889,Laptops,mcdonald'â€™s or burger king hyundai or honda hmm,0.3737,47,,,Technology & Computing
6890,6890,Laptops,timber real estate electronics,0.3714,30,,,Technology & Computing
6891,6891,Laptops, there's a couple of outlets back there if you guys need to plug your computers in,0.3698,82,,,Technology & Computing
6892,6892,Laptops, those things are addictive,0.3698,27,,,Technology & Computing
6893,6893,Laptops, god microphones,0.3696,16,,,Technology & Computing
6894,6894,Laptops,i need like a printer to catch on fire,0.3695,38,,,Technology & Computing
6895,6895,Laptops,i need like a printer to catch on fire,0.3695,38,,,Technology & Computing
6896,6896,Laptops,make it personal or you wanna keep it professional  wallets phones,0.368,66,,,Technology & Computing
6897,6897,Laptops,things people take for granted,0.3667,30,,,Technology & Computing
6898,6898,Laptops,hey what kind of boy wouldn't want to spend a day at microsoft stay out of this,0.3645,79,,,Technology & Computing
6899,6899,Laptops,"com a feature in ""elle"" magazine $50000 supplied by pilot frixion erasable pens and a careerchanging mentorship with the cfda",0.363,125,,,Technology & Computing
6900,6900,Cameras and Camcorders,security cameras digitally enhanced for your viewing pleasure,0.5763,61,,,Technology & Computing
6901,6901,Cameras and Camcorders, taking pictures,0.5587,16,,,Technology & Computing
6902,6902,Cameras and Camcorders,cameras are flashing,0.5269,20,,,Technology & Computing
6903,6903,Cameras and Camcorders, we're getting new security cameras,0.5226,35,,,Technology & Computing
6904,6904,Cameras and Camcorders, do you notice any cameras  what cameras  i have one right there,0.509,64,,,Technology & Computing
6905,6905,Cameras and Camcorders,hey i've got a camera right here,0.5062,32,,,Technology & Computing
6906,6906,Cameras and Camcorders,tune. e camera guy,0.5004,18,,,Technology & Computing
6907,6907,Cameras and Camcorders,these are professional filmmakers,0.4969,33,,,Technology & Computing
6908,6908,Cameras and Camcorders,usually it's over which one gets to hold the camcorder,0.4968,54,,,Technology & Computing
6909,6909,Cameras and Camcorders,usually it's over which one gets to hold the camcorder,0.4968,54,,,Technology & Computing
6910,6910,Cameras and Camcorders, under the lights a camera,0.4946,26,,,Technology & Computing
6911,6911,Cameras and Camcorders,what's with the camera  relax,0.4893,29,,,Technology & Computing
6912,6912,Cameras and Camcorders,we've got like seven cameras recording it,0.4737,41,,,Technology & Computing
6913,6913,Cameras and Camcorders, everybody get your cameras out,0.4722,31,,,Technology & Computing
6914,6914,Cameras and Camcorders, so what is this this is a whole  it's a camera car,0.4679,51,,,Technology & Computing
6915,6915,Cameras and Camcorders, he's good with a camera,0.4623,24,,,Technology & Computing
6916,6916,Cameras and Camcorders,cameras clicking hey guys,0.4577,25,,,Technology & Computing
6917,6917,Cameras and Camcorders, get a thermal imaging camera,0.4528,29,,,Technology & Computing
6918,6918,Cameras and Camcorders,there's the camera,0.4485,18,,,Technology & Computing
6919,6919,Cameras and Camcorders, see us do what our acts  what else would i be referring to  those news cameras,0.4471,79,,,Technology & Computing
6920,6920,Cameras and Camcorders, were the cameras on  yeah,0.4442,26,,,Technology & Computing
6921,6921,Cameras and Camcorders,cameras have been out since march,0.4413,33,,,Technology & Computing
6922,6922,Cameras and Camcorders,sure do you have a camera here no uh,0.4375,36,,,Technology & Computing
6923,6923,Cameras and Camcorders,i forgot we were recording,0.4344,26,,,Technology & Computing
6924,6924,Cameras and Camcorders,camera shutters clicking let's retire into the forum where we can talk in private,0.426,81,,,Technology & Computing
6925,6925,Cameras and Camcorders, camera shutter clicking   david  hey could you come in my office please i just need to do the procedures and the protocol and i want you to be there for the whole thing,0.4258,169,,,Technology & Computing
6926,6926,Cameras and Camcorders,i take phone pictures all the time of models and clothing,0.421,57,,,Technology & Computing
6927,6927,Cameras and Camcorders,camera shutters clicking upbeat pop music all: tune. gonna be famous 5eva tune. tune. 'cause 4eva's too short tune.  tune. it's too short tune. all: tune. gonna be famous 3gether tune. tune. 'cause that's one more than 2gether tune. tune. gonna be famous 5eva tune. tune. 'cause 4eva's too short tune. so what are you waiting 5 tune. girls5eva tune. rapid piano notes mellow music mechanical whirring  oh yeah,0.4197,409,,,Technology & Computing
6928,6928,Cameras and Camcorders,everything is technology,0.4154,24,,,Technology & Computing
6929,6929,Cameras and Camcorders,i would do it myself if there weren't cameras,0.4147,45,,,Technology & Computing
6930,6930,Cameras and Camcorders, camera shutter clicks  now you are,0.4124,35,,,Technology & Computing
6931,6931,Cameras and Camcorders,don't you want to record this or something  it doesn't matter,0.4108,61,,,Technology & Computing
6932,6932,Cameras and Camcorders,we're doing a shoot okay okay,0.4075,29,,,Technology & Computing
6933,6933,Cameras and Camcorders, what ino i filmed it,0.4037,21,,,Technology & Computing
6934,6934,Cameras and Camcorders,camera shutter clicks  put the camera down son,0.4027,46,,,Technology & Computing
6935,6935,Cameras and Camcorders, camera shutter clicking   oh they're starting,0.4024,46,,,Technology & Computing
6936,6936,Cameras and Camcorders,camera shutters snapping reporters shouting what's this for in about 30 seconds we'll know if you're all gonna die,0.4024,114,,,Technology & Computing
6937,6937,Cameras and Camcorders,they want to take photos with y'all,0.402,35,,,Technology & Computing
6938,6938,Cameras and Camcorders,we took pictures,0.4006,16,,,Technology & Computing
6939,6939,Cameras and Camcorders, full security cameras with database plus 24hour armed response,0.3971,63,,,Technology & Computing
6940,6940,Cameras and Camcorders,camera shutter snapping  what are you doing  well you know we're thinking about updating our place,0.3965,98,,,Technology & Computing
6941,6941,Cameras and Camcorders,tadah a great new camera even though it's last year's model,0.3957,59,,,Technology & Computing
6942,6942,Cameras and Camcorders,little problem with your equipment request,0.3942,42,,,Technology & Computing
6943,6943,Cameras and Camcorders, god microphones,0.3927,16,,,Technology & Computing
6944,6944,Cameras and Camcorders,i sometimes watch you on your webcam,0.3926,36,,,Technology & Computing
6945,6945,Cameras and Camcorders,"""  camera shutter clicks  tune.tune.  ahh",0.3913,41,,,Technology & Computing
6946,6946,Cameras and Camcorders,who takes the photos i do,0.3902,25,,,Technology & Computing
6947,6947,Cameras and Camcorders,indistinct chatter on film  bruce: say goodbye to the camera,0.3888,60,,,Technology & Computing
6948,6948,Cameras and Camcorders, little photo shoot,0.3872,19,,,Technology & Computing
6949,6949,Cameras and Camcorders,who set it to record electrical zapping girls scream ah grunts ah eee uh phoebe i'm okay,0.3851,88,,,Technology & Computing
6950,6950,Smartphones,the phone internet tv that's all us,0.5798,35,,,Technology & Computing
6951,6951,Smartphones,  those guys had a cell phone,0.5458,29,,,Technology & Computing
6952,6952,Smartphones,paint artwork get all the computers phones,0.5319,42,,,Technology & Computing
6953,6953,Smartphones, where's your cell phone  at home,0.516,33,,,Technology & Computing
6954,6954,Smartphones, before ipads  before ipads,0.5081,27,,,Technology & Computing
6955,6955,Smartphones, wait that computer,0.4905,19,,,Technology & Computing
6956,6956,Smartphones,let's get straight to the phones,0.4898,32,,,Technology & Computing
6957,6957,Smartphones, cell phone charger  yeah,0.4896,25,,,Technology & Computing
6958,6958,Smartphones,actually there's no phone in here,0.487,33,,,Technology & Computing
6959,6959,Smartphones,cell phone vibrates we can take them all down if we work together,0.482,65,,,Technology & Computing
6960,6960,Smartphones,where's your phone  right over there on the table,0.4816,49,,,Technology & Computing
6961,6961,Smartphones, i see you put in the ipads,0.4801,27,,,Technology & Computing
6962,6962,Smartphones,i'm checking out some art to purchase on my phone,0.4767,49,,,Technology & Computing
6963,6963,Smartphones, cellphone chimes and buzzes   ooh this is nice,0.4673,47,,,Technology & Computing
6964,6964,Smartphones,things people take for granted,0.4664,30,,,Technology & Computing
6965,6965,Smartphones,think iphones are for pussies,0.4643,29,,,Technology & Computing
6966,6966,Smartphones, cell phone chimes  oh god,0.4617,26,,,Technology & Computing
6967,6967,Smartphones,phone rings i got my daughter a cell phone,0.4592,42,,,Technology & Computing
6968,6968,Smartphones,d a laptop you'll receive a phone an at we control,0.4585,50,,,Technology & Computing
6969,6969,Smartphones,i don't have a cell phone,0.4493,25,,,Technology & Computing
6970,6970,Smartphones,cell phone chimes  oh it's the owners,0.4475,37,,,Technology & Computing
6971,6971,Smartphones,there must be thousands in use across the country,0.4459,49,,,Technology & Computing
6972,6972,Smartphones,if somebody's cell phone goes,0.4448,29,,,Technology & Computing
6973,6973,Smartphones,cell phone rings  yeah,0.4441,22,,,Technology & Computing
6974,6974,Smartphones, taking pictures,0.444,16,,,Technology & Computing
6975,6975,Smartphones, cellphone dings  thank you,0.4425,27,,,Technology & Computing
6976,6976,Smartphones,make it personal or you wanna keep it professional  wallets phones,0.442,66,,,Technology & Computing
6977,6977,Smartphones,cell phone vibrates oh uh sorry,0.4407,31,,,Technology & Computing
6978,6978,Smartphones,everything is technology,0.4384,24,,,Technology & Computing
6979,6979,Smartphones,sighs my god no one even uses landlines anymore,0.4383,47,,,Technology & Computing
6980,6980,Smartphones, i already have a phone,0.437,23,,,Technology & Computing
6981,6981,Smartphones,  it's your phone,0.4367,17,,,Technology & Computing
6982,6982,Smartphones,she has a cell phone,0.435,20,,,Technology & Computing
6983,6983,Smartphones,i have been texting photos to clients,0.4348,37,,,Technology & Computing
6984,6984,Smartphones, like talking to someone in  take it everywhere with him,0.4315,56,,,Technology & Computing
6985,6985,Smartphones, her phone is useless,0.4313,21,,,Technology & Computing
6986,6986,Smartphones,laughs what is that by the way you can make phone calls text message emails whatever it may be,0.4293,94,,,Technology & Computing
6987,6987,Smartphones, anything in the store,0.4293,22,,,Technology & Computing
6988,6988,Smartphones,computron is just one of the many modern devices that i have incorporated into the office,0.4286,89,,,Technology & Computing
6989,6989,Smartphones, gideon'â€™s phone,0.4285,16,,,Technology & Computing
6990,6990,Smartphones,where don't tell me apple,0.4277,25,,,Technology & Computing
6991,6991,Smartphones,everyday kind of wearable basics,0.4263,32,,,Technology & Computing
6992,6992,Smartphones,  you date girls you find on your phone,0.4241,39,,,Technology & Computing
6993,6993,Smartphones,cell phone rings oh excuse me,0.4233,29,,,Technology & Computing
6994,6994,Smartphones,cell phone rings oh excuse me,0.4233,29,,,Technology & Computing
6995,6995,Smartphones, where are you going  to make a phone call,0.4228,42,,,Technology & Computing
6996,6996,Smartphones,cell phone vibrating work,0.4206,25,,,Technology & Computing
6997,6997,Smartphones,phone buzzing  mmhmm politics  politics,0.4199,39,,,Technology & Computing
6998,6998,Smartphones, well this is not a phone,0.4195,25,,,Technology & Computing
6999,6999,Smartphones,we don't have cell phone chargers,0.4189,33,,,Technology & Computing
7000,7000,Tablets and E-readers, before ipads  before ipads,0.4731,27,,,Technology & Computing
7001,7001,Tablets and E-readers,ipad's been around for how long what like 10 years  something like that,0.4723,71,,,Technology & Computing
7002,7002,Tablets and E-readers, tablet rings  hey guys how's it going  hey jen,0.4688,47,,,Technology & Computing
7003,7003,Tablets and E-readers, why not it's like a giant ipad,0.4635,31,,,Technology & Computing
7004,7004,Tablets and E-readers,you guys have your own ipads yeah,0.4489,33,,,Technology & Computing
7005,7005,Tablets and E-readers,late night reading,0.4082,18,,,Technology & Computing
7006,7006,Tablets and E-readers, i see you put in the ipads,0.4012,27,,,Technology & Computing
7007,7007,Tablets and E-readers,computron is just one of the many modern devices that i have incorporated into the office,0.3912,89,,,Technology & Computing
7008,7008,Tablets and E-readers,they're usually panasonic toughbooks,0.3864,36,,,Technology & Computing
7009,7009,Tablets and E-readers,why shouldn't you buy one is it true that lady rose wants his lordship to buy a wireless she wants him to but whether he will or not is another matter,0.3828,150,,,Technology & Computing
7010,7010,Tablets and E-readers,e library lyle th haven't you ever heard of the internet actually the research paper is on libraries and how during the digital age they're becoming increasingly obsolete for our generation,0.3761,189,,,Technology & Computing
7011,7011,Tablets and E-readers,tablet game chiming how was it  it was long,0.3666,43,,,Technology & Computing
7012,7012,Tablets and E-readers,i have to read from the binder,0.3658,30,,,Technology & Computing
7013,7013,Tablets and E-readers,i'm checking out some art to purchase on my phone,0.3633,49,,,Technology & Computing
7014,7014,Tablets and E-readers, she's gonna take away my ipad,0.3602,30,,,Technology & Computing
7015,7015,Tablets and E-readers, no get your pad,0.3562,16,,,Technology & Computing
7016,7016,Tablets and E-readers, i want to read a bit before i turn out the light,0.3544,49,,,Technology & Computing
7017,7017,Tablets and E-readers,d a laptop you'll receive a phone an at we control,0.3446,50,,,Technology & Computing
7018,7018,Tablets and E-readers,now they told me that your ipad has 63 digits in it,0.3371,51,,,Technology & Computing
7019,7019,Tablets and E-readers,so i need peace and quiet to write to make calls,0.3332,48,,,Technology & Computing
7020,7020,Tablets and E-readers,i think i have a pen,0.3305,20,,,Technology & Computing
7021,7021,Tablets and E-readers,and you have your own coffee table book too i had no idea,0.3304,57,,,Technology & Computing
7022,7022,Tablets and E-readers,tablet ringing  ms,0.3281,18,,,Technology & Computing
7023,7023,Tablets and E-readers, wait that computer,0.3278,19,,,Technology & Computing
7024,7024,Tablets and E-readers, reading indistinctly  oh my god,0.3249,32,,,Technology & Computing
7025,7025,Tablets and E-readers,e local library my first hack th its as400,0.3221,42,,,Technology & Computing
7026,7026,Tablets and E-readers,you guys are gonna have access to everything you see here topoftheline sewing and embroidery machines from brother and pilot frixion erasable pens for sketching,0.3192,160,,,Technology & Computing
7027,7027,Tablets and E-readers,you know and pencils and chalk and textbooks,0.3154,44,,,Technology & Computing
